date_id,full_date,year,month,quarter,day_of_week,is_weekend,is_month_end,week_number
20240325,2024-03-25,2024,March,Q1,Monday,False,False,13
20240326,2024-03-26,2024,March,Q1,Tuesday,False,False,13
20240327,2024-03-27,2024,March,Q1,Wednesday,False,False,13
20240328,2024-03-28,2024,March,Q1,Thursday,False,False,13
20240329,2024-03-29,2024,March,Q1,Friday,False,False,13
20240330,2024-03-30,2024,March,Q1,Saturday,True,False,13
20240331,2024-03-31,2024,March,Q1,Sunday,True,True,13
20240401,2024-04-01,2024,April,Q2,Monday,False,False,14
20240402,2024-04-02,2024,April,Q2,Tuesday,False,False,14
20240403,2024-04-03,2024,April,Q2,Wednesday,False,False,14
20240404,2024-04-04,2024,April,Q2,Thursday,False,False,14
20240405,2024-04-05,2024,April,Q2,Friday,False,False,14
20240406,2024-04-06,2024,April,Q2,Saturday,True,False,14
20240407,2024-04-07,2024,April,Q2,Sunday,True,False,14
20240408,2024-04-08,2024,April,Q2,Monday,False,False,15
20240409,2024-04-09,2024,April,Q2,Tuesday,False,False,15
20240410,2024-04-10,2024,April,Q2,Wednesday,False,False,15
20240411,2024-04-11,2024,April,Q2,Thursday,False,False,15
20240412,2024-04-12,2024,April,Q2,Friday,False,False,15
20240413,2024-04-13,2024,April,Q2,Saturday,True,False,15
20240414,2024-04-14,2024,April,Q2,Sunday,True,False,15
20240415,2024-04-15,2024,April,Q2,Monday,False,False,16
20240416,2024-04-16,2024,April,Q2,Tuesday,False,False,16
20240417,2024-04-17,2024,April,Q2,Wednesday,False,False,16
20240418,2024-04-18,2024,April,Q2,Thursday,False,False,16
20240419,2024-04-19,2024,April,Q2,Friday,False,False,16
20240420,2024-04-20,2024,April,Q2,Saturday,True,False,16
20240421,2024-04-21,2024,April,Q2,Sunday,True,False,16
20240422,2024-04-22,2024,April,Q2,Monday,False,False,17
20240423,2024-04-23,2024,April,Q2,Tuesday,False,False,17
20240424,2024-04-24,2024,April,Q2,Wednesday,False,False,17
20240425,2024-04-25,2024,April,Q2,Thursday,False,False,17
20240426,2024-04-26,2024,April,Q2,Friday,False,False,17
20240427,2024-04-27,2024,April,Q2,Saturday,True,False,17
20240428,2024-04-28,2024,April,Q2,Sunday,True,False,17
20240429,2024-04-29,2024,April,Q2,Monday,False,False,18
20240430,2024-04-30,2024,April,Q2,Tuesday,False,True,18
20240501,2024-05-01,2024,May,Q2,Wednesday,False,False,18
20240502,2024-05-02,2024,May,Q2,Thursday,False,False,18
20240503,2024-05-03,2024,May,Q2,Friday,False,False,18
20240504,2024-05-04,2024,May,Q2,Saturday,True,False,18
20240505,2024-05-05,2024,May,Q2,Sunday,True,False,18
20240506,2024-05-06,2024,May,Q2,Monday,False,False,19
20240507,2024-05-07,2024,May,Q2,Tuesday,False,False,19
20240508,2024-05-08,2024,May,Q2,Wednesday,False,False,19
20240509,2024-05-09,2024,May,Q2,Thursday,False,False,19
20240510,2024-05-10,2024,May,Q2,Friday,False,False,19
20240511,2024-05-11,2024,May,Q2,Saturday,True,False,19
20240512,2024-05-12,2024,May,Q2,Sunday,True,False,19
20240513,2024-05-13,2024,May,Q2,Monday,False,False,20
20240514,2024-05-14,2024,May,Q2,Tuesday,False,False,20
20240515,2024-05-15,2024,May,Q2,Wednesday,False,False,20
20240516,2024-05-16,2024,May,Q2,Thursday,False,False,20
20240517,2024-05-17,2024,May,Q2,Friday,False,False,20
20240518,2024-05-18,2024,May,Q2,Saturday,True,False,20
20240519,2024-05-19,2024,May,Q2,Sunday,True,False,20
20240520,2024-05-20,2024,May,Q2,Monday,False,False,21
20240521,2024-05-21,2024,May,Q2,Tuesday,False,False,21
20240522,2024-05-22,2024,May,Q2,Wednesday,False,False,21
20240523,2024-05-23,2024,May,Q2,Thursday,False,False,21
20240524,2024-05-24,2024,May,Q2,Friday,False,False,21
20240525,2024-05-25,2024,May,Q2,Saturday,True,False,21
20240526,2024-05-26,2024,May,Q2,Sunday,True,False,21
20240527,2024-05-27,2024,May,Q2,Monday,False,False,22
20240528,2024-05-28,2024,May,Q2,Tuesday,False,False,22
20240529,2024-05-29,2024,May,Q2,Wednesday,False,False,22
20240530,2024-05-30,2024,May,Q2,Thursday,False,False,22
20240531,2024-05-31,2024,May,Q2,Friday,False,True,22
20240601,2024-06-01,2024,June,Q2,Saturday,True,False,22
20240602,2024-06-02,2024,June,Q2,Sunday,True,False,22
20240603,2024-06-03,2024,June,Q2,Monday,False,False,23
20240604,2024-06-04,2024,June,Q2,Tuesday,False,False,23
20240605,2024-06-05,2024,June,Q2,Wednesday,False,False,23
20240606,2024-06-06,2024,June,Q2,Thursday,False,False,23
20240607,2024-06-07,2024,June,Q2,Friday,False,False,23
20240608,2024-06-08,2024,June,Q2,Saturday,True,False,23
20240609,2024-06-09,2024,June,Q2,Sunday,True,False,23
20240610,2024-06-10,2024,June,Q2,Monday,False,False,24
20240611,2024-06-11,2024,June,Q2,Tuesday,False,False,24
20240612,2024-06-12,2024,June,Q2,Wednesday,False,False,24
20240613,2024-06-13,2024,June,Q2,Thursday,False,False,24
20240614,2024-06-14,2024,June,Q2,Friday,False,False,24
20240615,2024-06-15,2024,June,Q2,Saturday,True,False,24
20240616,2024-06-16,2024,June,Q2,Sunday,True,False,24
20240617,2024-06-17,2024,June,Q2,Monday,False,False,25
20240618,2024-06-18,2024,June,Q2,Tuesday,False,False,25
20240619,2024-06-19,2024,June,Q2,Wednesday,False,False,25
20240620,2024-06-20,2024,June,Q2,Thursday,False,False,25
20240621,2024-06-21,2024,June,Q2,Friday,False,False,25
20240622,2024-06-22,2024,June,Q2,Saturday,True,False,25
20240623,2024-06-23,2024,June,Q2,Sunday,True,False,25
20240624,2024-06-24,2024,June,Q2,Monday,False,False,26
20240625,2024-06-25,2024,June,Q2,Tuesday,False,False,26
20240626,2024-06-26,2024,June,Q2,Wednesday,False,False,26
20240627,2024-06-27,2024,June,Q2,Thursday,False,False,26
20240628,2024-06-28,2024,June,Q2,Friday,False,False,26
20240629,2024-06-29,2024,June,Q2,Saturday,True,False,26
20240630,2024-06-30,2024,June,Q2,Sunday,True,True,26
20240701,2024-07-01,2024,July,Q3,Monday,False,False,27
20240702,2024-07-02,2024,July,Q3,Tuesday,False,False,27
20240703,2024-07-03,2024,July,Q3,Wednesday,False,False,27
20240704,2024-07-04,2024,July,Q3,Thursday,False,False,27
20240705,2024-07-05,2024,July,Q3,Friday,False,False,27
20240706,2024-07-06,2024,July,Q3,Saturday,True,False,27
20240707,2024-07-07,2024,July,Q3,Sunday,True,False,27
20240708,2024-07-08,2024,July,Q3,Monday,False,False,28
20240709,2024-07-09,2024,July,Q3,Tuesday,False,False,28
20240710,2024-07-10,2024,July,Q3,Wednesday,False,False,28
20240711,2024-07-11,2024,July,Q3,Thursday,False,False,28
20240712,2024-07-12,2024,July,Q3,Friday,False,False,28
20240713,2024-07-13,2024,July,Q3,Saturday,True,False,28
20240714,2024-07-14,2024,July,Q3,Sunday,True,False,28
20240715,2024-07-15,2024,July,Q3,Monday,False,False,29
20240716,2024-07-16,2024,July,Q3,Tuesday,False,False,29
20240717,2024-07-17,2024,July,Q3,Wednesday,False,False,29
20240718,2024-07-18,2024,July,Q3,Thursday,False,False,29
20240719,2024-07-19,2024,July,Q3,Friday,False,False,29
20240720,2024-07-20,2024,July,Q3,Saturday,True,False,29
20240721,2024-07-21,2024,July,Q3,Sunday,True,False,29
20240722,2024-07-22,2024,July,Q3,Monday,False,False,30
20240723,2024-07-23,2024,July,Q3,Tuesday,False,False,30
20240724,2024-07-24,2024,July,Q3,Wednesday,False,False,30
20240725,2024-07-25,2024,July,Q3,Thursday,False,False,30
20240726,2024-07-26,2024,July,Q3,Friday,False,False,30
20240727,2024-07-27,2024,July,Q3,Saturday,True,False,30
20240728,2024-07-28,2024,July,Q3,Sunday,True,False,30
20240729,2024-07-29,2024,July,Q3,Monday,False,False,31
20240730,2024-07-30,2024,July,Q3,Tuesday,False,False,31
20240731,2024-07-31,2024,July,Q3,Wednesday,False,True,31
20240801,2024-08-01,2024,August,Q3,Thursday,False,False,31
20240802,2024-08-02,2024,August,Q3,Friday,False,False,31
20240803,2024-08-03,2024,August,Q3,Saturday,True,False,31
20240804,2024-08-04,2024,August,Q3,Sunday,True,False,31
20240805,2024-08-05,2024,August,Q3,Monday,False,False,32
20240806,2024-08-06,2024,August,Q3,Tuesday,False,False,32
20240807,2024-08-07,2024,August,Q3,Wednesday,False,False,32
20240808,2024-08-08,2024,August,Q3,Thursday,False,False,32
20240809,2024-08-09,2024,August,Q3,Friday,False,False,32
20240810,2024-08-10,2024,August,Q3,Saturday,True,False,32
20240811,2024-08-11,2024,August,Q3,Sunday,True,False,32
20240812,2024-08-12,2024,August,Q3,Monday,False,False,33
20240813,2024-08-13,2024,August,Q3,Tuesday,False,False,33
20240814,2024-08-14,2024,August,Q3,Wednesday,False,False,33
20240815,2024-08-15,2024,August,Q3,Thursday,False,False,33
20240816,2024-08-16,2024,August,Q3,Friday,False,False,33
20240817,2024-08-17,2024,August,Q3,Saturday,True,False,33
20240818,2024-08-18,2024,August,Q3,Sunday,True,False,33
20240819,2024-08-19,2024,August,Q3,Monday,False,False,34
20240820,2024-08-20,2024,August,Q3,Tuesday,False,False,34
20240821,2024-08-21,2024,August,Q3,Wednesday,False,False,34
20240822,2024-08-22,2024,August,Q3,Thursday,False,False,34
20240823,2024-08-23,2024,August,Q3,Friday,False,False,34
20240824,2024-08-24,2024,August,Q3,Saturday,True,False,34
20240825,2024-08-25,2024,August,Q3,Sunday,True,False,34
20240826,2024-08-26,2024,August,Q3,Monday,False,False,35
20240827,2024-08-27,2024,August,Q3,Tuesday,False,False,35
20240828,2024-08-28,2024,August,Q3,Wednesday,False,False,35
20240829,2024-08-29,2024,August,Q3,Thursday,False,False,35
20240830,2024-08-30,2024,August,Q3,Friday,False,False,35
20240831,2024-08-31,2024,August,Q3,Saturday,True,True,35
20240901,2024-09-01,2024,September,Q3,Sunday,True,False,35
20240902,2024-09-02,2024,September,Q3,Monday,False,False,36
20240903,2024-09-03,2024,September,Q3,Tuesday,False,False,36
20240904,2024-09-04,2024,September,Q3,Wednesday,False,False,36
20240905,2024-09-05,2024,September,Q3,Thursday,False,False,36
20240906,2024-09-06,2024,September,Q3,Friday,False,False,36
20240907,2024-09-07,2024,September,Q3,Saturday,True,False,36
20240908,2024-09-08,2024,September,Q3,Sunday,True,False,36
20240909,2024-09-09,2024,September,Q3,Monday,False,False,37
20240910,2024-09-10,2024,September,Q3,Tuesday,False,False,37
20240911,2024-09-11,2024,September,Q3,Wednesday,False,False,37
20240912,2024-09-12,2024,September,Q3,Thursday,False,False,37
20240913,2024-09-13,2024,September,Q3,Friday,False,False,37
20240914,2024-09-14,2024,September,Q3,Saturday,True,False,37
20240915,2024-09-15,2024,September,Q3,Sunday,True,False,37
20240916,2024-09-16,2024,September,Q3,Monday,False,False,38
20240917,2024-09-17,2024,September,Q3,Tuesday,False,False,38
20240918,2024-09-18,2024,September,Q3,Wednesday,False,False,38
20240919,2024-09-19,2024,September,Q3,Thursday,False,False,38
20240920,2024-09-20,2024,September,Q3,Friday,False,False,38
20240921,2024-09-21,2024,September,Q3,Saturday,True,False,38
20240922,2024-09-22,2024,September,Q3,Sunday,True,False,38
20240923,2024-09-23,2024,September,Q3,Monday,False,False,39
20240924,2024-09-24,2024,September,Q3,Tuesday,False,False,39
20240925,2024-09-25,2024,September,Q3,Wednesday,False,False,39
20240926,2024-09-26,2024,September,Q3,Thursday,False,False,39
20240927,2024-09-27,2024,September,Q3,Friday,False,False,39
20240928,2024-09-28,2024,September,Q3,Saturday,True,False,39
20240929,2024-09-29,2024,September,Q3,Sunday,True,False,39
20240930,2024-09-30,2024,September,Q3,Monday,False,True,40
20241001,2024-10-01,2024,October,Q4,Tuesday,False,False,40
20241002,2024-10-02,2024,October,Q4,Wednesday,False,False,40
20241003,2024-10-03,2024,October,Q4,Thursday,False,False,40
20241004,2024-10-04,2024,October,Q4,Friday,False,False,40
20241005,2024-10-05,2024,October,Q4,Saturday,True,False,40
20241006,2024-10-06,2024,October,Q4,Sunday,True,False,40
20241007,2024-10-07,2024,October,Q4,Monday,False,False,41
20241008,2024-10-08,2024,October,Q4,Tuesday,False,False,41
20241009,2024-10-09,2024,October,Q4,Wednesday,False,False,41
20241010,2024-10-10,2024,October,Q4,Thursday,False,False,41
20241011,2024-10-11,2024,October,Q4,Friday,False,False,41
20241012,2024-10-12,2024,October,Q4,Saturday,True,False,41
20241013,2024-10-13,2024,October,Q4,Sunday,True,False,41
20241014,2024-10-14,2024,October,Q4,Monday,False,False,42
20241015,2024-10-15,2024,October,Q4,Tuesday,False,False,42
20241016,2024-10-16,2024,October,Q4,Wednesday,False,False,42
20241017,2024-10-17,2024,October,Q4,Thursday,False,False,42
20241018,2024-10-18,2024,October,Q4,Friday,False,False,42
20241019,2024-10-19,2024,October,Q4,Saturday,True,False,42
20241020,2024-10-20,2024,October,Q4,Sunday,True,False,42
20241021,2024-10-21,2024,October,Q4,Monday,False,False,43
20241022,2024-10-22,2024,October,Q4,Tuesday,False,False,43
20241023,2024-10-23,2024,October,Q4,Wednesday,False,False,43
20241024,2024-10-24,2024,October,Q4,Thursday,False,False,43
20241025,2024-10-25,2024,October,Q4,Friday,False,False,43
20241026,2024-10-26,2024,October,Q4,Saturday,True,False,43
20241027,2024-10-27,2024,October,Q4,Sunday,True,False,43
20241028,2024-10-28,2024,October,Q4,Monday,False,False,44
20241029,2024-10-29,2024,October,Q4,Tuesday,False,False,44
20241030,2024-10-30,2024,October,Q4,Wednesday,False,False,44
20241031,2024-10-31,2024,October,Q4,Thursday,False,True,44
20241101,2024-11-01,2024,November,Q4,Friday,False,False,44
20241102,2024-11-02,2024,November,Q4,Saturday,True,False,44
20241103,2024-11-03,2024,November,Q4,Sunday,True,False,44
20241104,2024-11-04,2024,November,Q4,Monday,False,False,45
20241105,2024-11-05,2024,November,Q4,Tuesday,False,False,45
20241106,2024-11-06,2024,November,Q4,Wednesday,False,False,45
20241107,2024-11-07,2024,November,Q4,Thursday,False,False,45
20241108,2024-11-08,2024,November,Q4,Friday,False,False,45
20241109,2024-11-09,2024,November,Q4,Saturday,True,False,45
20241110,2024-11-10,2024,November,Q4,Sunday,True,False,45
20241111,2024-11-11,2024,November,Q4,Monday,False,False,46
20241112,2024-11-12,2024,November,Q4,Tuesday,False,False,46
20241113,2024-11-13,2024,November,Q4,Wednesday,False,False,46
20241114,2024-11-14,2024,November,Q4,Thursday,False,False,46
20241115,2024-11-15,2024,November,Q4,Friday,False,False,46
20241116,2024-11-16,2024,November,Q4,Saturday,True,False,46
20241117,2024-11-17,2024,November,Q4,Sunday,True,False,46
20241118,2024-11-18,2024,November,Q4,Monday,False,False,47
20241119,2024-11-19,2024,November,Q4,Tuesday,False,False,47
20241120,2024-11-20,2024,November,Q4,Wednesday,False,False,47
20241121,2024-11-21,2024,November,Q4,Thursday,False,False,47
20241122,2024-11-22,2024,November,Q4,Friday,False,False,47
20241123,2024-11-23,2024,November,Q4,Saturday,True,False,47
20241124,2024-11-24,2024,November,Q4,Sunday,True,False,47
20241125,2024-11-25,2024,November,Q4,Monday,False,False,48
20241126,2024-11-26,2024,November,Q4,Tuesday,False,False,48
20241127,2024-11-27,2024,November,Q4,Wednesday,False,False,48
20241128,2024-11-28,2024,November,Q4,Thursday,False,False,48
20241129,2024-11-29,2024,November,Q4,Friday,False,False,48
20241130,2024-11-30,2024,November,Q4,Saturday,True,True,48
20241201,2024-12-01,2024,December,Q4,Sunday,True,False,48
20241202,2024-12-02,2024,December,Q4,Monday,False,False,49
20241203,2024-12-03,2024,December,Q4,Tuesday,False,False,49
20241204,2024-12-04,2024,December,Q4,Wednesday,False,False,49
20241205,2024-12-05,2024,December,Q4,Thursday,False,False,49
20241206,2024-12-06,2024,December,Q4,Friday,False,False,49
20241207,2024-12-07,2024,December,Q4,Saturday,True,False,49
20241208,2024-12-08,2024,December,Q4,Sunday,True,False,49
20241209,2024-12-09,2024,December,Q4,Monday,False,False,50
20241210,2024-12-10,2024,December,Q4,Tuesday,False,False,50
20241211,2024-12-11,2024,December,Q4,Wednesday,False,False,50
20241212,2024-12-12,2024,December,Q4,Thursday,False,False,50
20241213,2024-12-13,2024,December,Q4,Friday,False,False,50
20241214,2024-12-14,2024,December,Q4,Saturday,True,False,50
20241215,2024-12-15,2024,December,Q4,Sunday,True,False,50
20241216,2024-12-16,2024,December,Q4,Monday,False,False,51
20241217,2024-12-17,2024,December,Q4,Tuesday,False,False,51
20241218,2024-12-18,2024,December,Q4,Wednesday,False,False,51
20241219,2024-12-19,2024,December,Q4,Thursday,False,False,51
20241220,2024-12-20,2024,December,Q4,Friday,False,False,51
20241221,2024-12-21,2024,December,Q4,Saturday,True,False,51
20241222,2024-12-22,2024,December,Q4,Sunday,True,False,51
20241223,2024-12-23,2024,December,Q4,Monday,False,False,52
20241224,2024-12-24,2024,December,Q4,Tuesday,False,False,52
20241225,2024-12-25,2024,December,Q4,Wednesday,False,False,52
20241226,2024-12-26,2024,December,Q4,Thursday,False,False,52
20241227,2024-12-27,2024,December,Q4,Friday,False,False,52
20241228,2024-12-28,2024,December,Q4,Saturday,True,False,52
20241229,2024-12-29,2024,December,Q4,Sunday,True,False,52
20241230,2024-12-30,2024,December,Q4,Monday,False,False,1
20241231,2024-12-31,2024,December,Q4,Tuesday,False,True,1
